Age,Gender,MaritalStatus,Occupation,Monthly Income,Educational Qualifications,Family size,FoodDileveryApp,FoodDirectCall,TypeMeal1,TypeMeal2,Cuisine1,Cuisine2,Ease and convenient,Time saving,RestaurantChoices,EasyPaymentOption,MoreOffersDiscount,FoodQuality,TrackingSystem,PoorHygiene,BadPastExperience,LongDeliveryTime,WrongOrderDelivered,Missing item,OrderPlacedByMistake,Order Time,Maximum wait time,Google Maps Accuracy,Influence of rating,Less Delivery time,HighQualityOfPackage,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,FoodQuantity,purchaseAgain,Reviews
25,Male,Single,Self Employeed,More than 50000,School,3,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Disagree,No,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Unimportant,Slightly Important,1,badNaNratingNaNdoesn'tNaNmeanNaNthatNaNtheNaNfoodNaNtastesNaNbad.NaNdeliveryNaNgotNaNnoNaNproblemNaN!
31,Male,Prefer not to say,Employee,Below Rs.10000,Graduate,1,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Weekend (Sat & Sun),15 minutes,Disagree,Yes,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,0,orderNaNdeliveredNaNtoNaNmyNaNlocationNaNareNaNlate
23,Female,Single,Employee,25001 to 50000,Post Graduate,2,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Moderately Important,Important,Important,Important,Important,Very Important,Very Important,1,myNaNlocationNaNisNaNprettyNaNwellNaNbuiltNaNforNaNfoodNaNdeliveryNaN
29,Female,Married,Employee,25001 to 50000,Ph.D,3,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,1,iNaNbelieveNaNmoreNaNonNaNqualityNaNthanNaNtimeNaNofNaNdelivery
21,Male,Single,Student,No Income,Graduate,6,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Important,Moderately Important,Slightly Important,Slightly Important,1,NaN
20,Male,Single,Student,No Income,Graduate,3,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Important,Important,Important,Important,Important,Important,Important,1,superNaNfastNaNridersNaNhelpsNaNinNaNsuperNaNfastNaNdelivery
22,Male,Single,Employee,10001 to 25000,Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),More than 60 minutes,Agree,No,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Very Important,Very Important,1,iNaNbelieveNaNratingNaNdoesn'tNaNhaveNaNmuchNaNeffectNaNonNaNtheNaNtasteNaNofNaNfood
30,Female,Married,House wife,No Income,School,6,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Disagree,Neutral,Neutral,Anytime (Mon-Sun),30 minutes,Disagree,Yes,Important,Moderately Important,Very Important,Moderately Important,Important,Very Important,Very Important,Very Important,0,iNaNneedNaNquickerNaNdeliveryNaNandNaNmoreNaNextraNaNrestaurantNaNchoices
27,Male,Married,Self Employeed,More than 50000,Graduate,3,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),More than 60 minutes,Agree,Yes,Important,Important,Important,Important,Very Important,Important,Very Important,Very Important,1,bestNaNbestNaNfastNaNfastNaNquickNaNquick
23,Male,Single,Student,No Income,Post Graduate,2,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,0,myNaNorderNaNrarelyNaNgetsNaNlate.NaNbutNaNitNaNreallyNaNpissessNaNmeNaNoff
30,Male,Married,Self Employeed,25001 to 50000,School,6,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Weekend (Sat & Sun),45 minutes,Neutral,Yes,Important,Important,Important,Important,Very Important,Important,Very Important,Very Important,0,worstNaNworstNaNworstNaNslowNaNslowNaNslow
23,Male,Single,Student,No Income,Post Graduate,3,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Maybe,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,Very Important,1,i'mNaNsatisfiedNaNwithNaNtheNaNserviceNaNofNaNswiggy
28,Female,Married,Employee,25001 to 50000,Post Graduate,6,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Anytime (Mon-Sun),15 minutes,Neutral,Yes,Important,Important,Important,Important,Moderately Important,Important,Important,Very Important,0,worstNaNdeliveryNaNsystem-NaNespeciallyNaNzomatoNaN
30,Male,Married,Self Employeed,More than 50000,Graduate,6,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Agree,Yes,Important,Moderately Important,Slightly Important,Moderately Important,Important,Important,Important,Important,1,whitefieldNaNgotNaNnoNaNproblemNaNwithNaNrespectNaNtoNaNdeliveryNaNandNaNweNaNhaveNaNaNaNgoodNaNsetNaNofNaNrestaurantNaNhere
24,Female,Married,Employee,25001 to 50000,Post Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Anytime (Mon-Sun),More than 60 minutes,Disagree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,iNaNcanNaNwaitNaNforNaNqualityNaNfoodNaNfromNaNhighlyNaNratedNaNrestaurant
21,Male,Single,Student,No Income,Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Agree,Yes,Important,Important,Moderately Important,Important,Moderately Important,Moderately Important,Important,Important,0,ifNaNitNaNisNaNfromNaNaNaNlowNaNratedNaNrestaurant.NaNiNaNrestrictNaNmyselfNaNtoNaNorderNaNfromNaNthatNaNrestaurant
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,3,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Agree,Maybe,Important,Important,Slightly Important,Important,Slightly Important,Moderately Important,Important,Important,0,itNaNservesNaNmyNaNhungerNaNonNaNtime.NaNbutNaNthereNaNareNaNtimesNaNitNaNdelaysNaNwhenNaNiNaNneededNaNtheNaNmost
25,Male,Married,Self Employeed,More than 50000,Post Graduate,4,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Agree,Yes,Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,1,i'mNaNconsciousNaNaboutNaNqualityNaNmoreNaNthanNaNtimeNaNofNaNdelivery
24,Female,Single,Employee,25001 to 50000,Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Agree,Yes,Important,Important,Moderately Important,Important,Slightly Important,Moderately Important,Important,Very Important,1,loveNaNswiggyNaNandNaNzomato
26,Male,Married,Employee,10001 to 25000,Graduate,3,Food delivery apps, Direct call,Lunch, Snacks,Sweets, Ice cream / Cool drinks,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),15 minutes,Agree,Yes,Important,Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,0,poorNaNdeliveryNaNservices
25,Female,Single,Employee,25001 to 50000,Post Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Anytime (Mon-Sun),30 minutes,Agree,Maybe,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Important,Moderately Important,Moderately Important,Moderately Important,1,quickNaNandNaNfastestNaNdeliveryNaNmadeNaNtoNaNmyNaNlocation
22,Male,Single,Student,25001 to 50000,Graduate,3,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Agree,Yes,Important,Very Important,Slightly Important,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Very Important,1,noNaNissues
26,Female,Single,Employee,25001 to 50000,Post Graduate,2,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Anytime (Mon-Sun),More than 60 minutes,Agree,Yes,Important,Important,Very Important,Important,Important,Important,Very Important,Important,1,neatNaNpackageNaNbyNaNswiggyNaNandNaNalsoNaNtakesNaNcarryNaNofNaNqualityNaNduringNaNcovidNaNsituation
23,Male,Single,Employee,10001 to 25000,Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Strongly agree,Disagree,Disagree,Strongly disagree,Weekdays (Mon-Fri),15 minutes,Neutral,Yes,Important,Moderately Important,Moderately Important,Important,Important,Moderately Important,Important,Moderately Important,1,NaN
21,Female,Single,Employee,Below Rs.10000,Graduate,2,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Weekend (Sat & Sun),30 minutes,Neutral,Yes,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,0,veryNaNlateNaNdeliveriesNaNtoNaNmyNaNhouseNaNeverytimeNaNiNaNorder
25,Male,Married,Self Employeed,25001 to 50000,Graduate,3,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Agree,Yes,Important,Important,Moderately Important,Important,Important,Very Important,Very Important,Important,1,loveNaNswiggy'sNaNdeliveryNaNmen.NaNtheyNaNareNaNlightningNaNfast
24,Female,Married,Employee,10001 to 25000,Post Graduate,2,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),60 minutes,Strongly Agree,Yes,Important,Important,Very Important,Important,Important,Important,Important,Important,1,560075
22,Male,Married,Student,No Income,Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,qualityNaNisNaNmoreNaNimportantNaNthanNaNtime
23,Female,Single,Student,No Income,Post Graduate,4,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Weekend (Sat & Sun),45 minutes,Neutral,Yes,Important,Important,Moderately Important,Moderately Important,Very Important,Very Important,Very Important,Very Important,1,NaN
24,Male,Married,Employee,More than 50000,Post Graduate,3,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Bakery items (snacks),Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Important,Very Important,Very Important,Very Important,1,iNaNloveNaNorderingNaNonline
22,Female,Single,Student,No Income,Graduate,2,Web browser, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Weekend (Sat & Sun),45 minutes,Agree,Yes,Moderately Important,Slightly Important,Moderately Important,Important,Important,Very Important,Important,Very Important,1,bestNaNbestNaNpositiveNaNreviews
30,Male,Married,Employee,More than 50000,Graduate,5,Food delivery apps, Direct call,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Slightly Important,Moderately Important,Important,Very Important,0,deliveryNaNinNaNmyNaNplaceNaNisNaNslowNaNasNaNturtle
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,4,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Weekend (Sat & Sun),30 minutes,Agree,Yes,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,1,fastNaNfastNaNfastNaNfastNaNfast
19,Male,Single,Student,No Income,Graduate,6,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Very Important,Important,Important,Moderately Important,Important,Important,Very Important,1,"iNaNcanNaNforgiveNaNdeliveriesNaNifNaNtheyNaNareNaNlate,NaNbutNaNcan'tNaNcompromiseNaNwithNaNquality"
21,Female,Single,Student,No Income,Graduate,2,Food delivery apps, Web browser,Breakfast, Lunch,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Disagree,Yes,Important,Very Important,Important,Important,Slightly Important,Moderately Important,Important,Very Important,1,fastNaNasNaNsonicNaN!!!
23,Male,Single,Student,No Income,Graduate,4,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),60 minutes,Disagree,Maybe,Important,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Important,1,iNaNfindNaNnoNaNissuesNaNwithNaNtheNaNonlineNaNfoodNaNdelivery.NaNbutNaNrequiresNaNaNaNlilNaNbitNaNfasterNaNdelivery
24,Female,Single,Employee,25001 to 50000,Graduate,3,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Anytime (Mon-Sun),60 minutes,Agree,Yes,Important,Very Important,Very Important,Important,Moderately Important,Important,Important,Important,1,iNaNhaveNaNcertainNaNhighNaNratedNaNrestaurantsNaNwhereNaNiNaNorderNaNandNaNtheyNaNdeliverNaNfastNaN
26,Female,Married,Employee,10001 to 25000,Post Graduate,2,Food delivery apps, Direct call,Lunch, Snacks,Veg foods (Breakfast / Lunch / Dinner), Sweets,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),15 minutes,Agree,Yes,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,0,noNaNreason.NaNiNaNpreferNaNhomeNaNcookedNaNfood.NaNiNaNhadNaNbadNaNexperiencesNaNorderingNaNonline
